Current local time and date: Wed Feb 10 22:45:14 2016




OUTPUT - IOPS



12.860703,0.995280
12.875049,0.994171
12.797492,1.000196
12.853781,0.995816
12.901106,0.992163
12.895959,0.992559
12.812017,0.999062
12.821052,0.998358
12.806993,0.999454
12.829379,0.997710
12.752319,1.003739
12.822119,0.998275
12.799591,1.000032
12.819525,0.998477
12.838850,0.996974
12.850580,0.996064
12.884315,0.993456
12.846311,0.996395
12.921997,0.990559
12.882979,0.993559
12.792389,1.000595
12.831733,0.997527
12.875139,0.994164
12.871553,0.994441
12.913810,0.991187
12.874440,0.994218
12.890388,0.992988
12.876499,0.994059
12.907546,0.991668
12.878352,0.993916
12.843321,0.996627
12.907975,0.991635
12.880892,0.993720
12.901327,0.992146
12.879842,0.993801
12.901210,0.992155
12.833057,0.997424
12.888298,0.993149
12.873107,0.994321
12.854542,0.995757
12.892270,0.992843
12.896569,0.992512
12.858765,0.995430
12.876330,0.994072
12.794945,1.000395
12.840434,0.996851
12.762874,1.002909
12.613360,1.014797
12.893881,0.992719
12.845292,0.996474
12.872058,0.994402
12.801280,0.999900
12.820654,0.998389
12.834396,0.997320
12.820243,0.998421
12.865085,0.994941
12.776134,1.001868
12.787916,1.000945
12.759616,1.003165
12.753780,1.003624
12.808352,0.999348
12.784799,1.001189
12.775585,1.001911
12.842522,0.996689
12.801101,0.999914
12.787290,1.000994
12.862498,0.995141
12.827965,0.997820
12.766424,1.002630
12.847871,0.996274
12.782987,1.001331
12.775114,1.001948
12.869094,0.994631
12.910293,0.991457
12.816816,0.998688
12.803240,0.999747
12.789334,1.000834
12.887610,0.993202
12.849780,0.996126
12.843990,0.996575
12.851418,0.995999
12.861981,0.995181
12.883356,0.993530
12.783790,1.001268
12.824726,0.998072
12.727378,1.005706
12.850606,0.996062
12.867904,0.994723
12.817239,0.998655
12.799871,1.000010
12.786115,1.001086
12.790561,1.000738
12.770947,1.002275
12.833328,0.997403
12.873611,0.994282
12.878521,0.993903
12.882292,0.993612
12.893426,0.992754
12.852244,0.995935
12.808877,0.999307
12.792287,1.000603
12.797390,1.000204
12.837112,0.997109
12.886403,0.993295
12.780076,1.001559
12.847677,0.996289
12.725960,1.005818
12.576652,1.017759
12.777460,1.001764
12.882124,0.993625
12.881462,0.993676
12.863326,0.995077
12.851238,0.996013
12.791494,1.000665
12.792937,1.000552
12.808121,0.999366
12.828930,0.997745
12.816380,0.998722
12.877160,0.994008
12.891063,0.992936
12.848774,0.996204
12.862900,0.995110
12.814917,0.998836
12.760773,1.003074
12.875799,0.994113
12.804033,0.999685
12.795318,1.000366
12.850709,0.996054
12.849857,0.996120
12.894621,0.992662
12.897271,0.992458
12.802522,0.999803
12.813878,0.998917
12.777512,1.001760
12.863520,0.995062
12.834410,0.997319
12.763827,1.002834
12.897518,0.992439
12.825343,0.998024
12.793526,1.000506
12.822002,0.998284
12.760519,1.003094
12.860418,0.995302
12.808582,0.999330
12.793488,1.000509
12.855756,0.995663
12.767353,1.002557
12.845099,0.996489
12.813198,0.998970
12.795163,1.000378
12.777435,1.001766
12.743952,1.004398
12.716958,1.006530
12.777601,1.001753
12.767519,1.002544
12.877186,0.994006
12.890062,0.993013
12.819242,0.998499
12.894984,0.992634
12.791877,1.000635
12.832801,0.997444
12.880127,0.993779
12.836328,0.997170
12.872822,0.994343
12.871139,0.994473
12.823737,0.998149
12.795700,1.000336
12.163289,1.052347
12.866831,0.994806
12.809043,0.999294
12.769965,1.002352
12.864709,0.994970
12.824251,0.998109
12.843179,0.996638
12.843256,0.996632
12.879544,0.993824
12.714496,1.006725
12.835116,0.997264
12.838026,0.997038
12.891192,0.992926
12.786932,1.001022
12.831411,0.997552
12.815738,0.998772
12.880944,0.993716
12.885651,0.993353
12.822503,0.998245
12.853045,0.995873
12.824726,0.998072
12.813429,0.998952
12.785169,1.001160
12.843217,0.996635
12.847497,0.996303
12.836546,0.997153
12.792913,1.000554
12.823904,0.998136
12.790638,1.000732
12.847226,0.996324
12.823686,0.998153
12.707035,1.007316
12.765737,1.002684
12.747849,1.004091
12.726960,1.005739
12.799067,1.000073
12.861736,0.995200
12.826911,0.997902
12.824559,0.998085
12.808736,0.999318
12.800192,0.999985
12.829122,0.997730
12.777817,1.001736
12.773534,1.002072
12.783012,1.001329
12.878974,0.993868
12.815802,0.998767
12.881424,0.993679
12.850038,0.996106
12.861426,0.995224
12.854994,0.995722
12.851573,0.995987
12.847729,0.996285
12.887935,0.993177
12.881332,0.993686
12.804213,0.999671
12.887584,0.993204
12.902926,0.992023
12.875398,0.994144
12.807915,0.999382
12.674083,1.009935
12.801664,0.999870
12.753564,1.003641
12.867542,0.994751
12.839507,0.996923
12.710279,1.007059
12.871786,0.994423
12.889310,0.993071
12.896322,0.992531
12.832107,0.997498
12.870465,0.994525
12.840731,0.996828
12.854322,0.995774
12.868292,0.994693
12.847845,0.996276
12.893932,0.992715
12.898298,0.992379
12.897115,0.992470
12.883239,0.993539
12.898129,0.992392
12.902771,0.992035
12.900768,0.992189
12.831013,0.997583
